,x,y,0728_pred_0.5_16,0728_pred_0.5_17,0728_pred_0.5_18,0728_pred_0.5_19,0728_pred_0.5_20,0728_pred_1_16,0728_pred_1_17,0728_pred_1_18,0728_pred_1_19,0728_pred_1_20
cell_1836,-11909.8986720029,-6483.62852464981,9,0,2,10,9,0,1,0,0,20
cell_3951,-5478.89867200291,-6432.62852464981,12,11,10,9,10,2,12,1,1,0
cell_8899,8861.10132799709,-6381.62852464981,12,11,10,9,10,2,12,1,1,0
cell_2304,-10681.8986720029,-6347.62852464981,1,0,2,0,0,0,1,0,0,7
cell_3805,-6015.89867200291,-6477.62852464981,0,11,10,9,10,2,2,1,1,0
cell_9390,10167.1013279971,-6438.62852464981,0,14,14,14,12,3,9,2,2,14
cell_6010,490.10132799709,-6413.62852464981,12,12,11,13,11,2,2,1,1,0
cell_2872,-8943.89867200291,-6423.62852464981,1,0,2,0,0,0,1,0,0,7
cell_8049,6403.10132799709,-6442.62852464981,1,0,2,0,0,0,1,0,0,7
cell_9543,10613.1013279971,-6445.62852464981,3,11,10,11,13,10,9,2,1,14
cell_1475,-12853.8986720029,-6458.62852464981,4,7,7,15,19,8,3,17,18,20
cell_10823,13714.1013279971,-6425.62852464981,3,13,13,15,15,9,5,12,4,9
cell_3090,-8139.89867200291,-6532.62852464981,13,1,0,11,13,10,5,12,11,9
cell_10296,12413.1013279971,-6454.62852464981,1,0,2,0,0,2,12,0,0,7
cell_988,-14124.8986720029,-6468.62852464981,9,1,9,10,9,9,11,17,18,20
cell_6505,1724.10132799709,-6487.62852464981,13,1,0,12,14,10,5,0,0,7
cell_7132,3714.10132799709,-6549.62852464981,1,0,2,0,0,2,1,0,0,7
cell_11077,14313.1013279971,-6480.62852464981,12,0,2,13,11,2,2,1,1,0
cell_5809,-15.8986720029097,-6463.62852464981,1,11,10,9,10,2,12,0,0,0
cell_784,-14547.8986720029,-6527.62852464981,4,7,7,15,19,8,3,3,3,11
cell_6874,2916.10132799709,-6509.62852464981,6,6,4,7,7,11,10,10,2,14
cell_9882,11384.1013279971,-6418.62852464981,1,0,2,0,13,10,5,4,4,12
cell_3566,-6633.89867200291,-6688.62852464981,0,11,10,9,10,2,12,1,1,0
cell_10510,12927.1013279971,-6426.62852464981,1,0,2,0,0,10,5,0,0,7
cell_9474,10358.1013279971,-6412.62852464981,6,12,11,7,7,11,10,10,13,14
cell_3474,-7097.89867200291,-6513.62852464981,12,11,10,9,10,2,2,1,1,0
cell_5027,-2223.89867200291,-6556.62852464981,1,11,10,9,0,2,12,1,0,8
cell_263,-15743.8986720029,-6568.62852464981,3,13,13,11,13,10,5,12,11,9
cell_6619,1988.10132799709,-6463.62852464981,0,14,14,14,12,3,9,2,2,14
cell_226,-15960.8986720029,-6414.62852464981,3,1,0,15,13,9,11,12,11,9
cell_6917,3046.10132799709,-6561.62852464981,12,12,11,13,11,2,2,1,1,0
cell_530,-15164.8986720029,-6647.62852464981,4,7,7,5,19,8,3,3,3,11
cell_7416,4502.10132799709,-6554.62852464981,13,1,0,12,14,9,11,0,0,8
cell_701,-14826.8986720029,-6494.62852464981,13,1,0,12,14,9,11,12,11,9
cell_1331,-13284.8986720029,-6490.62852464981,1,0,2,10,9,0,1,0,0,20
cell_1916,-11716.8986720029,-6522.62852464981,1,0,2,0,0,0,1,0,0,8
cell_7897,5845.10132799709,-6526.62852464981,6,12,11,13,11,2,2,1,1,0
cell_1011,-14038.8986720029,-6460.62852464981,9,1,0,12,19,9,11,17,18,9
cell_2927,-8746.89867200291,-6512.62852464981,1,0,2,0,0,0,1,0,0,8
cell_10880,13802.1013279971,-6501.62852464981,12,1,11,11,13,10,5,12,4,9
cell_465,-15370.8986720029,-6536.62852464981,13,1,0,12,14,9,11,17,18,20
cell_2972,-8598.89867200291,-6571.62852464981,1,10,9,0,0,0,1,0,0,8
cell_3034,-8408.89867200291,-6456.62852464981,0,11,10,9,10,2,12,1,1,0
cell_4346,-4286.89867200291,-6605.62852464981,3,13,13,5,15,8,3,3,3,13
cell_5192,-1775.89867200291,-6486.62852464981,12,12,11,13,11,2,2,1,1,0
cell_6307,1171.10132799709,-6566.62852464981,1,1,0,0,13,10,5,4,4,12
cell_11226,14603.1013279971,-6474.62852464981,12,12,11,13,11,2,2,1,1,0
cell_3224,-7790.89867200291,-6588.62852464981,0,11,10,9,11,2,2,1,1,7
cell_11509,15231.1013279971,-6461.62852464981,1,0,2,0,0,0,12,0,0,7
cell_6551,1949.10132799709,-6649.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5866,121.10132799709,-6578.62852464981,1,0,2,9,10,0,12,0,0,0
cell_3343,-7506.89867200291,-6611.62852464981,0,14,14,14,12,3,2,1,2,0
cell_5305,-1382.89867200291,-6591.62852464981,4,7,7,15,6,8,3,3,3,9
cell_8122,6590.10132799709,-6574.62852464981,1,0,2,0,0,0,1,0,0,7
cell_9449,10306.1013279971,-6495.62852464981,6,12,11,7,7,11,10,10,15,14
cell_9622,10826.1013279971,-6577.62852464981,0,14,14,14,12,3,9,2,2,14
cell_6080,680.10132799709,-6646.62852464981,6,6,4,7,7,11,10,10,13,17
cell_2876,-8979.89867200291,-6530.62852464981,12,0,9,0,11,0,1,0,0,7
cell_11538,15311.1013279971,-6514.62852464981,1,0,2,0,0,0,12,0,0,7
cell_4100,-5130.89867200291,-6609.62852464981,0,14,14,14,12,10,9,2,2,13
cell_8621,8070.10132799709,-6604.62852464981,1,0,2,0,0,2,12,0,0,7
cell_9365,10147.1013279971,-6676.62852464981,0,14,14,14,12,3,9,2,2,14
cell_4907,-2566.89867200291,-6764.62852464981,1,0,2,10,9,0,1,0,0,8
cell_1204,-13552.8986720029,-6543.62852464981,9,1,9,10,9,9,11,17,18,20
cell_1054,-13854.8986720029,-6571.62852464981,4,7,7,15,19,8,3,3,3,11
cell_8526,7731.10132799709,-6574.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8747,8404.10132799709,-6624.62852464981,0,14,14,14,12,3,9,2,2,14
cell_11477,15191.1013279971,-6626.62852464981,1,0,2,0,0,0,12,0,0,7
cell_8568,7898.10132799709,-6633.62852464981,1,11,10,9,10,2,12,1,1,0
cell_386,-15546.8986720029,-6658.62852464981,4,7,7,15,19,9,11,17,18,20
cell_6405,1486.10132799709,-6677.62852464981,12,0,11,13,11,2,2,0,0,8
cell_3016,-8415.89867200291,-6592.62852464981,1,0,2,0,0,0,1,0,0,7
cell_9131,9523.10132799709,-6588.62852464981,1,0,2,9,10,2,12,1,1,0
cell_10530,13102.1013279971,-6632.62852464981,0,14,14,14,12,3,2,1,1,0
cell_2500,-10024.8986720029,-6633.62852464981,0,11,10,9,10,2,2,1,1,0
cell_5170,-1745.89867200291,-6638.62852464981,12,11,10,13,11,2,2,1,1,0
cell_9868,11461.1013279971,-6674.62852464981,0,14,10,14,12,2,12,1,1,0
cell_9431,10317.1013279971,-6605.62852464981,6,12,11,7,7,11,10,10,1,14
cell_1147,-13684.8986720029,-6679.62852464981,9,1,0,10,9,9,11,17,18,20
cell_10302,12464.1013279971,-6639.62852464981,1,0,2,0,0,0,1,0,0,7
cell_5802,-62.8986720029097,-6624.62852464981,1,0,2,9,10,2,12,0,0,0
cell_4238,-4764.89867200291,-6624.62852464981,8,14,14,14,12,3,9,2,2,14
cell_200,-15965.8986720029,-6623.62852464981,13,1,0,12,14,9,11,12,11,9
cell_4624,-3440.89867200291,-6618.62852464981,0,11,10,9,10,3,9,1,1,0
cell_7322,4206.10132799709,-6649.62852464981,6,12,11,7,7,2,2,1,1,0
cell_9816,11258.1013279971,-6624.62852464981,1,11,10,9,10,2,12,1,1,0
cell_7084,3572.10132799709,-6688.62852464981,6,12,11,13,7,2,2,10,1,0
cell_2737,-9245.89867200291,-6524.62852464981,1,0,2,0,0,2,1,0,0,7
cell_1000,-14032.8986720029,-6711.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9768,11184.1013279971,-6710.62852464981,1,11,10,9,10,2,12,1,1,0
cell_7075,3485.10132799709,-6604.62852464981,6,12,11,7,7,11,10,10,15,0
cell_9251,9851.10132799709,-6744.62852464981,6,14,14,14,12,11,10,10,13,14
cell_3954,-5437.89867200291,-6728.62852464981,6,14,14,14,12,3,9,2,2,17
cell_3723,-6338.89867200291,-6711.62852464981,1,0,2,0,0,2,1,0,0,7
cell_7014,3321.10132799709,-6638.62852464981,6,12,11,13,11,11,10,10,15,0
cell_8493,7674.10132799709,-6690.62852464981,0,14,14,14,12,3,9,2,2,14
cell_5255,-1481.89867200291,-6735.62852464981,4,7,7,15,19,8,3,3,3,11
cell_3816,-5932.89867200291,-6741.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8442,7545.10132799709,-6638.62852464981,0,11,10,9,10,3,9,2,2,14
cell_4717,-3129.89867200291,-6710.62852464981,1,0,2,0,0,0,1,0,0,8
cell_2866,-8951.89867200291,-6630.62852464981,12,0,2,0,11,0,1,0,0,7
cell_2661,-9546.89867200291,-6761.62852464981,0,11,10,9,10,2,2,1,1,0
cell_7140,3820.10132799709,-6568.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6871,2899.10132799709,-6701.62852464981,6,6,4,7,7,11,10,10,15,14
cell_10108,11942.1013279971,-6749.62852464981,0,14,10,9,10,2,12,1,1,0
cell_9495,10541.1013279971,-6715.62852464981,3,13,13,5,15,10,5,4,4,13
cell_3492,-7047.89867200291,-6675.62852464981,12,0,2,13,11,2,12,1,1,7
cell_4128,-5002.89867200291,-6746.62852464981,4,7,7,5,6,8,3,3,3,13
cell_856,-14467.8986720029,-6724.62852464981,4,7,7,5,6,8,3,3,3,11
cell_560,-15164.8986720029,-6750.62852464981,4,7,7,5,6,8,3,3,3,11
cell_702,-14813.8986720029,-6683.62852464981,4,7,7,15,19,8,3,3,3,11
cell_7423,4563.10132799709,-6704.62852464981,1,0,2,0,0,0,1,0,0,7
cell_5828,-42.8986720029097,-6628.62852464981,1,0,2,9,10,2,12,0,0,0
cell_9134,9516.10132799709,-6721.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6085,843.10132799709,-6616.62852464981,6,6,4,7,7,11,10,10,13,14
cell_6511,1713.10132799709,-6755.62852464981,1,11,10,0,10,2,12,0,1,0
cell_633,-14994.8986720029,-6700.62852464981,4,7,7,15,6,8,3,3,3,11
cell_1891,-11820.8986720029,-6725.62852464981,1,0,2,0,0,0,1,0,0,8
cell_8921,8872.10132799709,-6728.62852464981,1,0,2,0,10,0,12,0,0,0
cell_2390,-10307.8986720029,-6843.62852464981,6,6,4,7,7,11,10,10,13,14
cell_2946,-8704.89867200291,-6717.62852464981,1,0,2,0,0,0,1,0,0,8
cell_7889,5826.10132799709,-6738.62852464981,13,1,0,11,13,10,5,4,4,12
cell_10981,14089.1013279971,-6800.62852464981,12,0,2,0,11,2,5,0,0,7
cell_7831,5720.10132799709,-6868.62852464981,4,7,7,5,6,8,3,3,3,13
cell_5783,-63.8986720029097,-6817.62852464981,3,13,13,11,15,10,5,4,4,13
cell_726,-14694.8986720029,-6813.62852464981,4,7,7,5,6,8,3,3,3,11
cell_11071,14275.1013279971,-6818.62852464981,3,1,0,11,13,10,5,4,4,9
cell_2259,-10704.8986720029,-6809.62852464981,12,11,4,9,10,2,2,1,1,0
cell_897,-14331.8986720029,-6755.62852464981,4,7,7,5,6,8,3,3,3,11
cell_8900,8797.10132799709,-6778.62852464981,1,11,10,9,10,2,12,0,0,0
cell_203,-15908.8986720029,-6795.62852464981,4,7,7,5,6,8,3,3,3,11
cell_6738,2473.10132799709,-6812.62852464981,0,14,14,14,12,3,9,2,2,14
cell_2859,-8978.89867200291,-6869.62852464981,1,11,10,9,10,2,12,1,1,0
cell_4759,-2945.89867200291,-6944.62852464981,3,13,13,11,13,10,5,4,4,12
cell_10427,12643.1013279971,-6810.62852464981,3,1,0,11,13,10,5,4,4,12
cell_6319,1250.10132799709,-6767.62852464981,1,0,2,0,0,0,1,0,0,7
cell_452,-15428.8986720029,-6731.62852464981,4,7,7,15,19,9,11,17,18,20
cell_1462,-12912.8986720029,-6860.62852464981,4,7,7,15,19,8,3,3,18,11
cell_7066,3433.10132799709,-6748.62852464981,12,12,11,13,11,2,2,1,1,0
cell_3265,-7796.89867200291,-6728.62852464981,12,12,11,13,11,2,2,1,1,7
cell_4633,-3500.89867200291,-6753.62852464981,1,11,10,9,10,2,12,1,1,0
cell_422,-15471.8986720029,-6768.62852464981,4,7,7,15,19,9,11,17,18,20
cell_1937,-11645.8986720029,-6815.62852464981,1,0,2,10,9,0,1,0,0,8
cell_3522,-6906.89867200291,-6839.62852464981,1,0,2,0,0,0,1,0,0,7
cell_6856,2795.10132799709,-6830.62852464981,12,12,11,13,11,2,2,1,1,0
cell_8769,8480.10132799709,-6839.62852464981,1,11,10,9,10,2,12,1,1,0
cell_6921,3097.10132799709,-6822.62852464981,13,1,0,11,13,10,5,4,4,12
cell_11192,14625.1013279971,-6798.62852464981,1,0,2,0,9,0,1,0,0,8
cell_5377,-1217.89867200291,-6862.62852464981,13,1,0,11,13,10,5,4,4,9
cell_1607,-12519.8986720029,-6896.62852464981,9,10,9,10,9,0,1,17,18,20
cell_3226,-7840.89867200291,-6829.62852464981,12,12,11,13,11,2,2,1,1,0
cell_244,-15754.8986720029,-6929.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9469,10347.1013279971,-6828.62852464981,0,11,10,9,10,2,2,1,1,0
cell_4410,-4177.89867200291,-6821.62852464981,0,14,14,14,12,3,9,2,2,14
cell_4247,-4702.89867200291,-6864.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8472,7569.10132799709,-6823.62852464981,0,14,14,14,12,3,9,2,2,14
cell_8512,7805.10132799709,-6929.62852464981,0,14,14,14,12,3,9,2,2,14
cell_637,-14981.8986720029,-6914.62852464981,4,7,7,5,6,8,3,3,3,11
cell_9949,11607.1013279971,-6876.62852464981,1,0,2,0,0,0,1,0,0,7
cell_2475,-10086.8986720029,-6968.62852464981,4,7,7,5,6,8,3,3,3,13
cell_2556,-9879.89867200291,-6889.62852464981,1,0,2,0,0,10,5,4,4,12
cell_6305,1187.10132799709,-6903.62852464981,1,0,2,0,0,0,1,0,0,7
cell_3708,-6481.89867200291,-6757.62852464981,1,0,2,0,11,2,12,1,1,7
cell_8121,6660.10132799709,-6969.62852464981,1,11,10,9,10,2,2,1,1,0
cell_10158,12125.1013279971,-6972.62852464981,4,7,7,5,6,8,3,3,3,11
cell_5288,-1519.89867200291,-6795.62852464981,4,7,7,15,19,8,3,3,11,11
cell_6544,1895.10132799709,-6858.62852464981,0,14,14,14,12,3,9,2,2,14
cell_1043,-13890.8986720029,-6890.62852464981,1,1,0,0,9,9,11,17,18,20
cell_2155,-11004.8986720029,-6982.62852464981,12,11,10,9,10,2,12,0,1,7
cell_3070,-8177.89867200291,-6964.62852464981,3,13,13,11,6,10,5,4,4,12
cell_1178,-13606.8986720029,-6884.62852464981,4,7,7,15,19,8,3,3,3,11
cell_6064,597.10132799709,-6946.62852464981,12,0,2,0,11,2,2,1,1,7
cell_5527,-868.89867200291,-6971.62852464981,4,7,7,5,6,8,3,3,3,11
cell_7320,4160.10132799709,-6919.62852464981,12,0,2,13,11,2,2,1,1,0
cell_11505,15316.1013279971,-6978.62852464981,1,0,2,0,0,0,1,0,0,7
cell_9598,10683.1013279971,-6943.62852464981,0,14,14,14,12,3,9,2,2,0
cell_3859,-5828.89867200291,-6937.62852464981,0,14,10,9,10,3,12,2,2,0
cell_9325,10015.1013279971,-6941.62852464981,12,12,11,13,11,11,10,10,1,14
cell_8654,8188.10132799709,-6944.62852464981,12,0,2,0,0,2,1,0,0,8
cell_721,-14789.8986720029,-6962.62852464981,4,7,7,5,6,8,3,3,3,11
cell_5746,-244.89867200291,-6988.62852464981,12,12,11,13,7,2,2,1,1,0
cell_1870,-11859.8986720029,-6945.62852464981,1,0,11,0,11,0,1,0,0,8
cell_1822,-12017.8986720029,-6999.62852464981,1,0,2,0,11,0,1,0,0,7
cell_2288,-10623.8986720029,-6959.62852464981,14,15,16,17,17,14,15,14,14,0
cell_2945,-8691.89867200291,-6948.62852464981,0,11,10,9,10,2,12,1,1,0
cell_4155,-5008.89867200291,-6920.62852464981,3,1,0,11,13,8,3,3,3,13
cell_2677,-9512.89867200291,-7015.62852464981,6,6,4,7,11,2,2,1,1,0
cell_9830,11299.1013279971,-7014.62852464981,1,11,2,9,10,0,12,0,0,7
cell_8842,8776.10132799709,-6991.62852464981,12,14,14,14,12,3,9,2,1,17
cell_3982,-5386.89867200291,-6986.62852464981,1,11,10,9,10,2,12,1,0,0
cell_6490,1735.10132799709,-7021.62852464981,0,14,14,14,12,3,9,2,2,14
cell_10392,12620.1013279971,-6989.62852464981,1,0,2,0,0,0,1,0,0,7
cell_964,-14042.8986720029,-7105.62852464981,13,1,0,15,19,9,11,17,18,20
cell_3503,-7000.89867200291,-6983.62852464981,0,11,10,9,10,2,12,1,1,0
cell_556,-15137.8986720029,-7013.62852464981,13,1,0,15,19,9,3,17,18,20
cell_2237,-10788.8986720029,-7006.62852464981,1,0,2,0,0,2,12,0,1,7
cell_7033,3413.10132799709,-7001.62852464981,1,0,2,0,10,2,12,0,0,7
cell_1902,-11748.8986720029,-7037.62852464981,1,0,2,10,9,0,1,0,0,8
cell_858,-14398.8986720029,-7087.62852464981,4,7,7,5,19,8,3,3,3,11
cell_359,-15530.8986720029,-7205.62852464981,4,7,7,15,19,8,3,3,3,11
cell_5452,-1032.89867200291,-7030.62852464981,9,1,0,11,13,10,5,12,18,9
cell_9908,11533.1013279971,-7031.62852464981,1,0,2,0,0,0,1,0,0,7
cell_7530,4852.10132799709,-7095.62852464981,6,12,11,13,11,2,2,1,1,0
cell_9766,11194.1013279971,-7058.62852464981,1,11,2,9,10,0,12,0,1,7
cell_5036,-2209.89867200291,-7062.62852464981,1,0,2,0,9,0,1,0,0,8
cell_10582,13176.1013279971,-7019.62852464981,12,0,2,13,11,2,2,1,1,7
cell_3225,-7829.89867200291,-7003.62852464981,12,0,2,13,11,2,2,1,1,0
cell_2901,-8847.89867200291,-7034.62852464981,12,0,2,0,11,2,2,1,1,0
cell_5258,-1574.89867200291,-7014.62852464981,12,12,11,13,11,2,2,1,1,7
cell_9082,9329.10132799709,-7108.62852464981,1,11,10,14,12,10,5,4,4,0
cell_3808,-6012.89867200291,-7081.62852464981,6,6,4,7,7,11,2,1,1,0
cell_6037,451.10132799709,-7038.62852464981,1,0,2,0,10,2,12,0,0,7
cell_3644,-6559.89867200291,-7101.62852464981,0,14,14,14,12,3,9,2,2,14
cell_4752,-3086.89867200291,-7009.62852464981,1,11,10,9,10,10,5,4,4,12
cell_2310,-10523.8986720029,-7113.62852464981,14,15,16,17,17,14,15,14,13,2
cell_9376,10186.1013279971,-7150.62852464981,14,15,16,17,17,14,15,14,14,14
cell_10251,12309.1013279971,-7114.62852464981,12,11,10,9,10,10,5,4,4,12
cell_9287,9817.10132799709,-7039.62852464981,12,11,10,9,10,2,2,1,1,14
cell_10148,12035.1013279971,-7099.62852464981,13,1,0,11,13,9,11,4,4,9
cell_1138,-13660.8986720029,-7130.62852464981,4,7,7,15,19,8,3,3,3,11
cell_3709,-6357.89867200291,-7117.62852464981,12,12,11,13,11,2,2,1,1,0
cell_11195,14586.1013279971,-7119.62852464981,1,0,2,0,0,2,2,0,0,7
cell_10409,12678.1013279971,-7083.62852464981,1,0,2,0,0,0,12,0,0,7
cell_4395,-4121.89867200291,-7135.62852464981,4,7,7,5,6,8,3,3,3,11
cell_2070,-11307.8986720029,-7088.62852464981,12,12,11,13,11,2,2,1,1,0
cell_689,-14798.8986720029,-7125.62852464981,4,7,7,5,6,8,3,3,3,11
cell_6989,3237.10132799709,-7161.62852464981,12,0,2,13,11,2,1,0,0,7
cell_4148,-5020.89867200291,-7115.62852464981,1,11,10,9,10,0,12,0,0,0
cell_9842,11265.1013279971,-7037.62852464981,1,11,2,9,10,0,12,0,0,7
cell_3420,-7257.89867200291,-7216.62852464981,12,11,10,9,10,2,12,1,1,0
cell_5895,98.1013279970903,-7129.62852464981,1,0,2,0,0,0,1,0,0,7
cell_8644,8465.10132799709,-7254.62852464981,1,11,10,9,10,2,2,1,1,0
cell_3490,-6942.89867200291,-7163.62852464981,0,14,14,14,12,3,9,2,2,17
cell_1458,-12962.8986720029,-7196.62852464981,4,7,7,5,6,8,3,3,3,11
cell_10561,13080.1013279971,-7151.62852464981,12,12,2,13,11,2,1,1,1,7
cell_3213,-7874.89867200291,-7174.62852464981,12,12,11,13,11,2,2,1,1,0
cell_6046,569.10132799709,-7150.62852464981,0,14,14,14,12,2,12,1,1,0
cell_11292,14783.1013279971,-7194.62852464981,3,14,13,14,12,10,5,4,4,14
cell_5928,214.10132799709,-7115.62852464981,1,0,2,0,0,0,1,0,0,7
cell_8846,8784.10132799709,-7161.62852464981,12,11,10,9,12,2,2,1,1,0
cell_2171,-11015.8986720029,-7202.62852464981,4,7,7,5,6,8,3,3,3,13
cell_4063,-5245.89867200291,-7152.62852464981,1,0,2,0,0,0,1,0,0,7
cell_2104,-11198.8986720029,-7159.62852464981,12,8,2,13,11,2,2,1,0,7
cell_7027,3375.10132799709,-7157.62852464981,1,10,9,10,0,0,1,0,0,8
cell_7878,5842.10132799709,-7218.62852464981,12,12,11,13,11,2,2,1,1,0
cell_9742,11112.1013279971,-7222.62852464981,12,11,10,9,10,2,12,1,1,0
cell_6354,1369.10132799709,-7247.62852464981,3,7,7,11,13,10,5,4,4,12
cell_6975,3119.10132799709,-7145.62852464981,12,0,2,13,11,2,2,1,1,0
cell_4177,-4874.89867200291,-7195.62852464981,1,0,2,0,0,0,1,0,0,7
cell_7207,3949.10132799709,-7205.62852464981,0,11,10,9,10,2,12,1,1,0
cell_5278,-1551.89867200291,-7140.62852464981,6,12,11,13,11,2,2,1,1,0
cell_9452,10377.1013279971,-7228.62852464981,12,11,2,11,13,2,2,1,1,0
cell_6568,1951.10132799709,-7200.62852464981,12,12,11,13,11,2,2,0,0,7
cell_10126,12046.1013279971,-7284.62852464981,1,1,0,11,13,10,5,4,4,12
cell_3250,-7688.89867200291,-7295.62852464981,6,6,4,7,7,11,10,10,13,14
cell_2238,-10741.8986720029,-7250.62852464981,4,7,7,5,6,8,3,3,3,13
cell_587,-15104.8986720029,-7148.62852464981,4,7,7,15,19,9,3,17,18,20
cell_10626,13228.1013279971,-7265.62852464981,6,12,11,13,7,2,2,1,1,0
cell_7306,4225.10132799709,-7325.62852464981,1,11,10,9,10,2,12,1,1,7
cell_8095,6551.10132799709,-7282.62852464981,6,6,11,7,7,11,10,10,15,0
cell_156,-16032.8986720029,-7266.62852464981,13,1,0,12,14,9,11,12,11,9
cell_229,-15862.8986720029,-7297.62852464981,13,1,0,12,9,9,11,17,18,20
cell_9633,10769.1013279971,-7229.62852464981,0,11,10,9,10,2,12,1,1,0
cell_3981,-5421.89867200291,-7273.62852464981,1,0,2,0,0,0,1,0,0,7
cell_4256,-4700.89867200291,-7219.62852464981,12,0,2,13,11,2,2,1,1,7
cell_9925,11520.1013279971,-7218.62852464981,1,0,2,0,0,0,1,0,0,7
cell_5440,-1116.89867200291,-7269.62852464981,1,0,2,0,0,0,1,0,0,8
cell_3097,-8184.89867200291,-7267.62852464981,1,0,2,0,0,10,5,4,1,7
cell_7046,3455.10132799709,-7293.62852464981,1,10,9,10,9,0,1,17,18,20
cell_5259,-1538.89867200291,-7315.62852464981,12,12,11,13,11,2,2,1,1,0
cell_10385,12664.1013279971,-7243.62852464981,3,1,0,11,13,10,5,4,4,13
cell_384,-15384.8986720029,-7137.62852464981,4,7,7,5,6,8,3,3,3,11
cell_4386,-4199.89867200291,-7346.62852464981,4,7,7,5,6,8,3,3,3,11
cell_2067,-11245.8986720029,-7288.62852464981,12,12,11,13,0,2,2,0,0,8
cell_571,-15177.8986720029,-7212.62852464981,4,1,0,15,19,9,3,12,11,9
cell_7581,5041.10132799709,-7328.62852464981,3,1,0,11,13,10,5,4,4,12
cell_4930,-2489.89867200291,-7360.62852464981,9,0,2,0,0,0,1,0,0,8
cell_9975,11656.1013279971,-7363.62852464981,1,11,10,9,10,2,12,1,1,7
cell_8827,8597.10132799709,-7164.62852464981,12,11,10,9,10,2,2,1,1,0
cell_10559,13044.1013279971,-7245.62852464981,12,0,2,13,11,0,1,0,0,7
cell_5105,-1996.89867200291,-7288.62852464981,0,11,10,9,10,2,12,1,1,7
cell_2333,-10466.8986720029,-7380.62852464981,6,12,4,13,7,2,2,1,1,8
cell_3656,-6496.89867200291,-7338.62852464981,0,11,10,9,10,3,9,2,2,0
cell_4126,-5028.89867200291,-7295.62852464981,1,0,2,0,0,0,1,0,0,7
cell_2844,-8974.89867200291,-7384.62852464981,6,12,11,13,11,10,5,1,1,12
cell_4475,-3905.89867200291,-7342.62852464981,1,11,10,9,10,2,2,1,1,0
cell_10356,12615.1013279971,-7348.62852464981,4,7,7,5,6,8,3,3,3,13
cell_850,-14413.8986720029,-7355.62852464981,4,7,7,15,19,8,3,3,3,11
cell_5558,-796.89867200291,-7369.62852464981,0,11,10,9,10,2,12,1,1,0
cell_5793,-97.8986720029097,-7352.62852464981,12,12,11,13,11,2,2,1,1,0
cell_5913,274.10132799709,-7448.62852464981,4,7,7,15,6,8,3,12,11,9
cell_9054,9267.10132799709,-7346.62852464981,3,13,13,11,15,10,5,4,4,12
cell_9607,10724.1013279971,-7364.62852464981,1,11,10,9,10,2,12,0,0,7
cell_10722,13468.1013279971,-7354.62852464981,12,14,10,14,12,2,2,1,1,14
cell_11525,15312.1013279971,-7356.62852464981,1,0,2,0,0,1,0,0,0,7
cell_1143,-13784.8986720029,-7269.62852464981,4,7,7,15,19,8,3,3,3,11
cell_1319,-13308.8986720029,-7357.62852464981,9,1,0,10,9,0,11,17,18,20
cell_6961,3134.10132799709,-7436.62852464981,12,11,10,9,10,2,12,1,1,0
cell_7538,4813.10132799709,-7423.62852464981,12,0,2,0,0,2,2,1,1,7
cell_4260,-4619.89867200291,-7375.62852464981,6,12,11,13,11,11,2,10,1,0
cell_1266,-13483.8986720029,-7371.62852464981,9,1,0,10,9,9,11,17,18,20
cell_8974,9065.10132799709,-7388.62852464981,9,0,2,0,0,0,1,0,0,7
cell_10678,13350.1013279971,-7428.62852464981,1,11,2,9,10,2,2,1,1,0
cell_5146,-1782.89867200291,-7456.62852464981,3,13,13,5,15,8,3,4,4,13
cell_6588,2019.10132799709,-7398.62852464981,1,0,2,0,11,2,1,0,0,7
cell_8904,8861.10132799709,-7374.62852464981,13,1,0,11,13,10,5,4,4,12
cell_2942,-8667.89867200291,-7450.62852464981,4,7,7,5,6,8,3,3,3,11
cell_6897,2987.10132799709,-7409.62852464981,0,11,10,9,10,2,12,1,1,0
cell_10320,12447.1013279971,-7438.62852464981,9,10,9,12,9,9,11,17,18,9
cell_1470,-12900.8986720029,-7356.62852464981,4,7,7,15,19,8,3,3,18,11
cell_9422,10295.1013279971,-7385.62852464981,0,11,10,9,12,3,12,1,1,0
cell_6039,569.10132799709,-7395.62852464981,12,12,11,13,11,0,1,0,0,8
cell_2640,-9584.89867200291,-7432.62852464981,1,0,2,0,0,0,1,0,0,8
cell_4768,-2990.89867200291,-7405.62852464981,6,6,4,7,7,2,2,1,1,0
cell_268,-15723.8986720029,-7449.62852464981,11,8,8,6,9,1,0,0,0,8
cell_1027,-13944.8986720029,-7475.62852464981,4,7,7,15,6,8,3,3,3,11
cell_9271,9840.10132799709,-7374.62852464981,1,0,2,0,0,2,12,0,0,0
cell_2299,-10669.8986720029,-7393.62852464981,13,1,0,11,13,10,5,4,4,12
cell_2933,-8806.89867200291,-7383.62852464981,4,7,7,5,6,8,3,3,3,13
cell_4613,-3478.89867200291,-7429.62852464981,1,0,2,0,0,0,1,0,0,0
